t,z_cm
0.0,-10.001903357328283
0.001,-9.99857716743291
0.002,-9.999986823379936
0.003,-9.99919324864984
0.004,-10.000695595925091
0.005,-10.000481708266893
0.006,-10.00081523992901
0.007,-10.002657898089296
0.008,-10.001949718249733
0.009000000000000001,-9.997246852155776
0.010000000000000002,-9.997282744126544
0.011000000000000003,-10.002892545045462
0.012000000000000004,-10.000357718175358
0.013000000000000005,-9.997670662096528
0.014000000000000005,-10.002585723327789
0.015000000000000006,-10.000185696381871
0.016000000000000007,-9.997248824542114
0.017000000000000008,-10.001649722111178
0.01800000000000001,-9.99834457108823
0.01900000000000001,-9.998694484806009
0.02000000000000001,-9.998727814779867
0.02100000000000001,-9.996153990415841
0.022000000000000013,-9.999680524077336
0.023000000000000013,-10.000199571337781
0.024000000000000014,-9.999225165661587
0.025000000000000015,-10.002729375733654
0.026000000000000016,-9.999721423091929
0.027000000000000017,-10.000465762784962
0.028000000000000018,-10.000985180490948
0.02900000000000002,-9.999703802219667
0.03000000000000002,-9.998877408091198
0.03100000000000002,-9.999431021107416
0.03200000000000002,-9.999676979527797
0.03300000000000002,-9.9978294039123
0.03400000000000002,-9.997883699888929
0.035000000000000024,-9.999192089821326
0.036000000000000025,-9.996638637119078
0.037000000000000026,-9.997811641686766
0.03800000000000003,-9.99466144180438
0.03900000000000003,-10.000447355036837
0.04000000000000003,-10.003001804298115
0.04100000000000003,-9.998682109165976
0.04200000000000003,-9.997142288917173
0.04300000000000003,-9.998047487617866
0.04400000000000003,-9.997496860678668
0.04500000000000003,-10.000193391043148
0.046000000000000034,-9.999081797219102
0.047000000000000035,-10.001243674324764
0.048000000000000036,-10.000706143675025
0.04900000000000004,-10.003105267893494
0.05000000000000004,-10.001829585394926
0.05100000000000004,-9.99890822819441
0.05200000000000004,-10.001761462858235
0.05300000000000004,-9.998435256971725
0.05400000000000004,-9.998763739608446
0.05500000000000004,-9.997821347837041
0.05600000000000004,-9.99781979317757
0.057000000000000044,-9.996833856992463
0.058000000000000045,-9.996307690487074
0.059000000000000045,-9.998726112105215
0.060000000000000046,-10.001748322352553
0.06100000000000005,-9.99854716986061
0.06200000000000005,-10.002138180327158
0.06300000000000004,-10.000451718167255
0.06400000000000004,-10.003296106443733
0.06500000000000004,-10.000315835299201
0.06600000000000004,-9.999315240143508
0.06700000000000005,-9.998744088836222
0.06800000000000005,-10.000062481145946
0.06900000000000005,-9.998335701762946
0.07000000000000005,-9.999074826387972
0.07100000000000005,-9.998496496001348
0.07200000000000005,-10.003262985252718
0.07300000000000005,-9.997920438731093
0.07400000000000005,-9.997726399208565
0.07500000000000005,-9.997760818454692
0.07600000000000005,-9.997792857314604
0.07700000000000005,-10.00080373248479
0.07800000000000006,-10.001113588478951
0.07900000000000006,-9.996963535548495
0.08000000000000006,-9.9953350923759
0.08100000000000006,-9.999905511644217
0.08200000000000006,-10.000949421595402
0.08300000000000006,-9.998854933275966
0.08400000000000006,-10.001350393683769
0.08500000000000006,-9.998222534583443
0.08600000000000006,-9.999002431944033
0.08700000000000006,-9.99929555757847
0.08800000000000006,-10.00010020541109
0.08900000000000007,-9.999826727611667
0.09000000000000007,-9.999690610340908
0.09100000000000007,-10.001565808626157
0.09200000000000007,-10.000920716684929
0.09300000000000007,-9.998618758318324
0.09400000000000007,-10.002463523315859
0.09500000000000007,-10.000808083762726
0.09600000000000007,-10.002861060753384
0.09700000000000007,-10.00024921916138
0.09800000000000007,-10.000516027714388
0.09900000000000007,-10.003302399709069
0.10000000000000007,-10.004660889484333
0.10100000000000008,-9.999848037312521
0.10200000000000008,-10.0004916429202
0.10300000000000008,-10.000765923846354
0.10400000000000008,-9.995853038369566
0.10500000000000008,-10.000618489639912
0.10600000000000008,-10.00184578746411
0.10700000000000008,-10.002693020334272
0.10800000000000008,-10.001388474090499
0.10900000000000008,-10.002320166184798
0.11000000000000008,-10.001929903111144
0.11100000000000008,-10.002003249141262
0.11200000000000009,-9.999588798122687
0.11300000000000009,-9.999898438081843
0.11400000000000009,-10.001313309562212
0.11500000000000009,-9.997742701977643
0.11600000000000009,-9.999237890438504
0.11700000000000009,-10.00049213393969
0.11800000000000009,-10.001161234933784
0.11900000000000009,-10.00177272480436
0.12000000000000009,-10.00195336021833
0.1210000000000001,-9.999032456444287
0.1220000000000001,-10.001638178816739
0.1230000000000001,-10.00130858450279
0.1240000000000001,-10.000035377338648
0.12500000000000008,-10.001043387285728
0.12600000000000008,-10.001261191867746
0.12700000000000009,-10.004286573090921
0.12800000000000009,-9.998753321888609
0.1290000000000001,-9.995869818698411
0.1300000000000001,-9.999340781622049
0.1310000000000001,-9.998582147622887
0.1320000000000001,-9.998376499697827
0.1330000000000001,-9.999085509131866
0.1340000000000001,-10.004161030011995
0.1350000000000001,-10.000797944148378
0.1360000000000001,-10.000276634892355
0.1370000000000001,-9.997487280120092
0.1380000000000001,-9.999592838451038
0.1390000000000001,-9.996903375886212
0.1400000000000001,-9.99774933355647
0.1410000000000001,-10.001251779544056
0.1420000000000001,-10.002553679767137
0.1430000000000001,-9.999119804210912
0.1440000000000001,-10.000698359543733
0.1450000000000001,-10.003212177822874
0.1460000000000001,-9.99715444754338
0.1470000000000001,-9.998727770937371
0.1480000000000001,-10.001672817139935
0.1490000000000001,-9.999231728995134
0.1500000000000001,-10.000217242451306
0.1510000000000001,-9.998862237318587
0.1520000000000001,-9.998086538283061
0.1530000000000001,-9.999647601597577
0.1540000000000001,-10.001551969046918
0.1550000000000001,-10.000635237207778
0.1560000000000001,-9.999196799705432
0.1570000000000001,-9.998477372303224
0.1580000000000001,-9.998220847742282
0.1590000000000001,-9.999025536765373
0.16000000000000011,-9.999244265426231
0.16100000000000012,-10.000929357788253
0.16200000000000012,-9.999086382794648
0.16300000000000012,-10.000535304410999
0.16400000000000012,-10.000991869759897
0.16500000000000012,-10.002932106732391
0.16600000000000012,-9.998185290552408
0.16700000000000012,-9.99912095958815
0.16800000000000012,-10.001868404670509
0.16900000000000012,-9.99997000317574
0.17000000000000012,-10.001655628228072
0.17100000000000012,-9.999644726608233
0.17200000000000013,-10.001740405230294
0.17300000000000013,-10.00394046572187
0.17400000000000013,-10.004691408675976
0.17500000000000013,-9.999884422596207
0.17600000000000013,-9.999863782229307
0.17700000000000013,-9.998456434553924
0.17800000000000013,-10.000371744737018
0.17900000000000013,-9.997835060735854
0.18000000000000013,-10.0004106526042
0.18100000000000013,-10.000252185979432
0.18200000000000013,-10.001311809454785
0.18300000000000013,-9.995643258389276
0.18400000000000014,-10.00204462776193
0.18500000000000014,-10.001345954534086
0.18600000000000014,-10.003286459887162
0.18700000000000014,-10.000735693719221
0.18800000000000014,-10.000509733978525
0.18900000000000014,-9.999613320218428
0.19000000000000014,-10.001462872867263
0.19100000000000014,-9.999761746934546
0.19200000000000014,-10.001728254943064
0.19300000000000014,-10.003694894439684
0.19400000000000014,-9.997839502844496
0.19500000000000015,-10.001218558267313
0.19600000000000015,-10.000755215564386
0.19700000000000015,-10.000695158304657
0.19800000000000015,-10.002640318886485
0.19900000000000015,-10.000425486014416
0.20000000000000015,-10.002724636364333
0.20100000000000015,-9.999220005673477
0.20200000000000015,-9.998570707534654
0.20300000000000015,-9.999630454173003
0.20400000000000015,-9.999254842187717
0.20500000000000015,-10.003673372436433
0.20600000000000016,-10.000666070722534
0.20700000000000016,-10.003673981474808
0.20800000000000016,-10.001841009418154
0.20900000000000016,-10.00232908229865
0.21000000000000016,-10.001572586463036
0.21100000000000016,-10.000045000722166
0.21200000000000016,-10.001905471057682
0.21300000000000016,-10.000763804484466
0.21400000000000016,-10.000693394265511
0.21500000000000016,-9.998938775837662
0.21600000000000016,-9.997719742821394
0.21700000000000016,-10.000045296699835
0.21800000000000017,-10.000626037855689
0.21900000000000017,-10.000583172473133
0.22000000000000017,-9.997327749994671
0.22100000000000017,-10.001032349613965
0.22200000000000017,-10.000183372570705
0.22300000000000017,-10.000276917250673
0.22400000000000017,-10.000517919975325
