frequency_Hz,normalized_amplitude
0.3333333333333333,0.8811481961770018
0.6666666666666666,0.8806037581781868
1.0,0.9122683780506996
1.3333333333333333,1.0
1.6666666666666665,0.6017873785271152
2.0,0.21929627970606844
2.333333333333333,0.17388536690636167
2.6666666666666665,0.12630540014701225
3.0,0.07060114376447198
3.333333333333333,0.10753055962382986
3.6666666666666665,0.1298526945598823
4.0,0.13305560127990138
4.333333333333333,0.13423699549990947
4.666666666666666,0.13422891543991125
5.0,0.11917077882277992
5.333333333333333,0.10109326833139239
5.666666666666666,0.08489162778305645
6.0,0.07108971116667274
6.333333333333333,0.06078753657442041
6.666666666666666,0.057594729362983696
7.0,0.056031796708886396
7.333333333333333,0.06032169793463605
7.666666666666666,0.06427722305218875
8.0,0.06768981016888571
8.333333333333332,0.06691958465520702
8.666666666666666,0.062375618838965516
9.0,0.05574771982070667
9.333333333333332,0.05118518838380504
9.666666666666666,0.04625603498215431
10.0,0.04239826217277039
10.333333333333332,0.039979868222566654
10.666666666666666,0.03829613476024387
11.0,0.03996208921364922
11.333333333333332,0.04468670051661571
11.666666666666666,0.042999043685399536
12.0,0.044092147725191586
12.333333333333332,0.04189587556149237
12.666666666666666,0.039186388245487196
13.0,0.03749809680333659
13.333333333333332,0.033110873590077444
13.666666666666666,0.0328096710830578
14.0,0.030120308274387223
14.333333333333332,0.031082328822831667
14.666666666666666,0.02968391673390947
15.0,0.03173960319135861
15.333333333333332,0.03152945101139871
15.666666666666666,0.031589455931231025
16.0,0.03391461217164066
16.333333333333332,0.030748025324125784
16.666666666666664,0.028797749816721948
17.0,0.02723194529586427
17.333333333333332,0.024667510977981952
17.666666666666664,0.02424506813285
18.0,0.025436113220936637
18.333333333333332,0.025038852154279912
18.666666666666664,0.026135466199013337
19.0,0.02488837211256594
19.333333333333332,0.024668815344246073
19.666666666666664,0.02441921279312814
20.0,0.022454151754556714
20.333333333333332,0.022939236048696212
20.666666666666664,0.022632807777884286
21.0,0.020857477379065167
21.333333333333332,0.022250983432217805
21.666666666666664,0.019387951287560122
22.0,0.020339584924316315
22.333333333333332,0.020853798198489433
22.666666666666664,0.020933161683683647
23.0,0.021354587642876
23.333333333333332,0.021369213779628752
23.666666666666664,0.021032476976954102
24.0,0.018796841911088092
24.333333333333332,0.01710523868326423
